date,id,title,url
108/07/23,273,雲林土雞場確診禽流感案例，籲請業者配合防疫監控措施（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/273
108/07/21,274,專案農貸電話諮詢個案處理情形，統計截止日:108年7月19日（農業金融局）,https://m.coa.gov.tw/Aigovinfo/Detail/274
108/03/28,267,雲林土雞與鴨場確診禽流感案例，呼籲業者共同維護產業發展（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/267
108/02/20,246,此波缺蛋與馬立克疫苗無關，農委會全力穩定雞蛋之供應（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/246
107/12/20,227,嘉義丟棄死雞確診禽流感 違法棄置者將受裁罰（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/227
107/09/25,207,預告修正「動物傳染病防治條例補償評價委員之組成人員及評價標準」第四條附件三,https://m.coa.gov.tw/Aigovinfo/Detail/207
107/06/05,187,107年5月31日農業保險投保情形（農業金融局）,https://m.coa.gov.tw/Aigovinfo/Detail/187
107/04/01,166,推動農業保險立法，保障農民收入安全（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/166
107/02/12,147,臺中屠宰場攔截禽流感病禽，依標準作業程序執行防疫處置（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/147
107/01/17,127,屏東禽場確診禽流感案例，依程序執行防疫處置（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/127
106/12/05,107,政院：公私協力、多元參與 提升我國災害防救能量（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/107
106/05/04,86,1060505林揆：禽流感防疫回歸常態運作 仍請農委會持續保持警戒(出席106年禽流感中央災害應變中心第5次會議)（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/86
106/04/18,21,因應國內首度自死亡禽鳥檢體檢出H5N6病毒，疾管署將持續監測疫情發展及接觸者健康情形（衛生福利部疾病管制署）,https://m.coa.gov.tw/Aigovinfo/Detail/21
106/04/18,26,防疫視同作戰，疾管署嚴正回應某媒體社論（衛生福利部疾病管制署）,https://m.coa.gov.tw/Aigovinfo/Detail/26
106/04/18,27,H5N6禽傳人風險雖低，國內家禽相關工作人員仍須做好自我防護（衛生福利部疾病管制署）,https://m.coa.gov.tw/Aigovinfo/Detail/27
105/06/14,1,請養禽業者持續落實防鳥設施及相關生物安全措施，防範禽流感疫情發生及傳播,https://m.coa.gov.tw/Aigovinfo/Detail/1
105/06/07,2,確診屏東縣1白肉雞場為新型禽流感案例，依標準作業程序啟動防疫機制，請相關業者加強防範,https://m.coa.gov.tw/Aigovinfo/Detail/2
105/06/03,3,確診臺南市1蛋雞場為新型禽流感案例，依標準作業程序啟動防疫機制，請相關業者加強防範,https://m.coa.gov.tw/Aigovinfo/Detail/3
105/06/01,4,確診雲林縣1土雞場為新型禽流感案例，依標準作業程序啟動防疫機制，請相關業者加強防範,https://m.coa.gov.tw/Aigovinfo/Detail/4
105/05/30,5,請家禽相關業者持續提高警覺，落實各項軟硬體生物安全工作，防範禽流感發生及傳播,https://m.coa.gov.tw/Aigovinfo/Detail/5
105/05/17,6,落實禽場軟硬體生物安全，主動通報疑似案例，防範禽流感發生及傳播,https://m.coa.gov.tw/Aigovinfo/Detail/6
105/05/12,7,臺北市及新北市屠宰場攔檢異常雞隻，經檢測非屬禽流感案例,https://m.coa.gov.tw/Aigovinfo/Detail/7
105/05/03,8,自主落實各項軟硬體生物安全措施，為防範禽流感首要工作,https://m.coa.gov.tw/Aigovinfo/Detail/8
105/04/29,9,屠宰線成功攔檢異常雞隻，確診感染新型H5亞型禽流感，依程序執行防疫處置,https://m.coa.gov.tw/Aigovinfo/Detail/9
105/04/20,10,確診臺南市1肉鵝場為新型禽流感案例，依標準作業程序啟動防疫機制，請相關業者加強防範,https://m.coa.gov.tw/Aigovinfo/Detail/10
105/07/13,11,積極輔導產業落實生物安全措施，降低禽流感發生及傳播風險,https://m.coa.gov.tw/Aigovinfo/Detail/11
106/01/24,12,「裝載生鮮禽蛋應使用一次性之裝載容器或包材」規定問答集,https://m.coa.gov.tw/Aigovinfo/Detail/12
106/02/11,13,確診首例禽場H5N6禽流感案例 超前布署提升防疫應變機制（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/13
106/02/10,14,主委再次視察地方養禽產業，勉勵第1線防疫同仁（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/14
106/02/10,15,宜蘭屠宰場截獲花蓮鴨隻確診H5N6禽流感，即時啟動應變機制（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/15
106/02/08,16,寒流來襲 林揆責成相關部會協助民眾預做防寒準備（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/16
106/02/08,17,政院召開記者會 四新任首長向國人說明施政理念（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/17
106/02/08,18,106-02-09 林主委視察禽流感防疫業務 中央與地方齊心協力防堵H5N6禽流感（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/18
106/02/07,19,防疫視同作戰，衛福部長陳時中率防疫主管共同宣示全力對抗禽流感（衛生福利部疾病管制署）,https://m.coa.gov.tw/Aigovinfo/Detail/19
106/02/07,20,106-02-08 新主委上任首重防疫，農委會禽流感防疫提升為一級開設（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/20
106/02/06,22,雲林於2月4日至6日期間清除3場罹染禽流感家禽 產銷業者應嚴加防範不可輕忽（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/22
106/02/12,23,因應H5N6禽流感，行政院召開應變中心會議，全力防堵疫情擴散（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/23
106/02/12,24,林揆：防疫就是作戰  加強禽流感防制措施與整備（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/24
106/02/12,25,嘉義縣查獲販售私宰禽肉 檢出H5N6及H5N2亞型禽流感（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/25
106/02/13,28,禁止花蓮家禽運往其他直轄市、縣市屠宰公告,https://m.coa.gov.tw/Aigovinfo/Detail/28
106/02/13,29,106年2月13日林揆：防疫就是作戰 加強禽流感防制措施與整備 (行政院林全院長出席「106年禽流感中央災害應變中心第1次會議」)（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/29
106/02/13,30,106-02-14 禽流感高風險期間，做好生物安全措施，未到位者暫時停止進養禽隻（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/30
106/02/14,31,106-02-15 提醒養禽業者避開風險遭誤會  林主委籲回歸防疫（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/31
106/02/14,32,本日確診4場H5禽流感，即時啟動應變機制（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/32
106/02/15,33,林揆指示超前部署 落實辦理禽流感防疫作為（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/33
106/02/15,34,106-02-16 2月17日起全國家禽禁宰禁運七天 白肉雞、洗選蛋不受影響（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/34
106/02/15,35,2/13畜試所新聞稿-花蓮禽流感幼禽照片判斷過程說明,https://m.coa.gov.tw/Aigovinfo/Detail/35
106/02/14,36,106-02-15 提高業者主動通報 撲殺補償最高至八成（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/36
106/04/18,37,疾管署因應國內禽場H5N6疫情，持續監測相關工作人員健康情形，並請民眾落實「5要6不」原則（衛生福利部疾病管制署）,https://m.coa.gov.tw/Aigovinfo/Detail/37
106/02/16,38,106-02-17 全國禁運禁宰首日實施情形說明（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/38
106/02/16,39,「禁止輸送家禽及停止搬運家禽屠體措施」公告,https://m.coa.gov.tw/Aigovinfo/Detail/39
106/02/17,40,內政部全力執行禽流感防疫工作（內政部）,https://m.coa.gov.tw/Aigovinfo/Detail/40
106/02/17,41,嘉義2禽場確診禽流感 禽場防疫應落實執行（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/41
106/02/17,42,106-02-18 家禽禁運禁宰第二天主動通報案例增加  肉品魚類供應充足無虞（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/42
106/02/17,43,環保單位總動員，巡查禽流感疫區（行政院環境保護署）,https://m.coa.gov.tw/Aigovinfo/Detail/43
106/02/17,44,鴨隻應經中央動物防疫機關指定之檢驗單位檢驗家禽流行性感冒陰性，並檢附檢驗報告，始得送往屠宰場公告,https://m.coa.gov.tw/Aigovinfo/Detail/44
106/02/18,45,106-02-19 持續執行多項強化監控措施，防堵禽流感疫情傳播（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/45
106/02/19,46,106-02-20 七天禁宰禁運後續作法 將視未來三天各地疫情狀況動態調整（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/46
106/02/20,47,106-02-21 七天禁宰是否再延三天尚未定案  將視疫情綜合評估後決定（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/47
106/02/21,48,雲林縣再增1禽場感染H5N2禽流感，已完成防疫處置（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/48
106/02/21,49,106-2-22 修正「食用禽蛋運出家禽飼養場之防疫措施」第二點，並自即日生效。(動植物防疫檢疫局),https://m.coa.gov.tw/Aigovinfo/Detail/49
106/02/22,50,106-02-23 七天禁運禁宰效果見效將解禁  未來將強化產業與環境監測等防疫配套（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/50
106/02/22,51,嘉義1鵝場疑患禽流感 採取預防性撲殺（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/51
106/02/22,52,林揆：禽流感各項防疫措施不可鬆懈 各相關部會保持警戒（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/52
106/02/23,53,106-02-24 持續強化禽流感防疫監控作為，主動發現2案例（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/53
106/02/24,54,106-02-25 禁運禁宰發揮預期效果 主動通報確診病例增加（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/54
106/02/25,55,106-02-26 中央地方連假停休清禽毒 李導演陰謀論非事實且無助防疫（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/55
106/02/26,56,106-02-27 今日無新增H5N6案例 上市前主動監測鴨場案例增加在預期內（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/56
106/02/27,57,106-02-28 又有一波寒流 請養禽業者做好防疫準備措施（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/57
106/02/28,58,106-03-01 提升家禽飼養生物安全水準 確保產業永續發展（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/58
106/03/01,59,106-03-02 持續精進禽流感防疫作為，逐步清除產銷環境病毒（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/59
106/03/01,60,林揆：持續監控禽流感本土病毒 徹底落實防疫措施（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/60
106/03/01,61,禽流感恐慌下的守護者–家禽屠宰衛生合格標誌（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/61
106/03/02,62,106-03-03 持續推動禽流感各項防疫措施 穩定控制疫情（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/62
106/03/02,63,2017年3月3日林揆品嚐家禽料理 籲請各界支持國產家禽產業(行政院長林全 出席農委會「國產禽品 安心享用」活動)（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/63
106/03/02,64,林揆品嚐家禽料理  籲請各界支持國產家禽產業（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/64
106/03/02,65,106-03-03 國產禽肉 安心享用 農委會邀請各界支持國產家禽產業（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/65
106/03/03,66,106-03-04 任意棄置死禽，依法重罰（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/66
106/03/04,67,106-03-05 防疫措施顯成果，疫情穩定控制中（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/67
106/03/05,68,106-03-06 禁運禁宰沒有「玩假的」，H5N6疫情迅速控制未擴散（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/68
106/03/06,69,106-03-07 賞鳥把握3原則，即可遠離禽流感（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/69
106/03/07,70,106-03-08 嚴格取締違法私宰，防堵非法肉品流用（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/70
106/03/08,71,106-03-09 肉品安全勤把關，民眾享用無負擔（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/71
106/03/09,72,106-03-10 今日確診1例H5N6案例 農委會宣布 對花蓮地區採取移動管制及第三輪全面抽樣檢測（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/72
106/03/10,73,106-03-11 今日無H5N6案例  農委會呼籲調整家禽產業結構以有效防堵禽流感（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/73
106/03/11,74,106-03-12 碧湖公園1死亡鴨隻確診高病原禽流感 民眾掌握3原則，遠離禽流感（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/74
106/03/12,75,106-03-13 積極落實各項防疫作為，逐步降低禽流感傳播風險（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/75
106/03/13,76,106-03-14 維持跨部會合作機制，全力防堵禽流感疫情傳播（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/76
106/03/14,77,106-03-15 因時因地制宜，現階段不再購買禽流感儲備疫苗（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/77
106/03/15,78,106-03-16 農委會持續推動雞蛋使用一次性包材，積極輔導設立雞蛋洗選集貨場（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/78
106/03/16,79,106-03-17 禽流感儲備疫苗採購過程公開透明，可受公評（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/79
106/03/19,80,106-03-20 洗選蛋有助提升蛋品衛生，現階段仍持續推動禽蛋使用一次性容器或包材（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/80
106/03/21,81,106-03-22 積極推動防疫監控措施，疫情穩定控制中（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/81
106/03/30,82,106-03-31 鴨隻屠前檢測奏效，禽流感陽性率逐漸下降（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/82
106/04/04,83,近期屠宰場發現禽流感確診案例，呼籲業者持續落實各項防疫作為（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/83
106/04/18,84,疾管署就讀者針對H7N9防疫投書媒體之回應（衛生福利部疾病管制署）,https://m.coa.gov.tw/Aigovinfo/Detail/84
106/05/03,85,落實非開放式禽舍，杜絕防疫漏洞（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/85
106/05/04,87,林揆：禽流感防疫回歸常態運作 仍請農委會持續保持警戒（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/87
106/05/04,88,成功控制H5N6禽流感疫情 禽流感中央災害應變中心達成階段性任務（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/88
106/05/06,89,禽流感防疫機制持續運作，於屠宰場攔截疑似病禽（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/89
106/05/09,91,防疫未鬆懈，雙北屠宰場攔獲異常屠體確診為H5N8禽流感（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/91
106/05/26,92,禽流感防疫機制有效運作，於屠宰場攔截禽流感病禽（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/92
106/05/31,93,疾管署提升中國大陸內蒙古自治區新型A型流感旅遊疫情建議至第二級警示（Alert）（衛生福利部疾病管制署）,https://m.coa.gov.tw/Aigovinfo/Detail/93
106/06/08,94,「國外輸入鳥類實施隔離檢疫」自106年4月1日起開跑!（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/94
106/06/10,95,回應媒體報導「亞泥比五年前拍攝時挖得更深、礦權展限需環評」（經濟部）,https://m.coa.gov.tw/Aigovinfo/Detail/95
106/06/22,96,全國農業行政首長台中大會師  凝聚共識商議農業大未來（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/96
106/07/03,97,禽流感防疫機制未曾鬆懈，於屠宰場攔截禽流感病禽（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/97
106/07/24,98,H5N6禽流感逾3個月無案例 正式向世界衛生組織（OIE）通報結案（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/98
106/08/21,99,屠宰場攔截禽流感病禽，請業者持續落實各項防疫工作（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/99
106/09/03,100,禽流感防疫工作持續推展，屠宰場攔截禽流感病禽（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/100
106/10/30,101,逐漸進入禽流感好發期，加強環境監測及預警措施，籲請養禽業者加強防範（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/101
106/11/14,102,透過產、官、學會議平臺腦力激盪，強化禽流感因應及防疫作為（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/102
106/11/20,103,籲請產業加強防範，共同防堵禽流感案例發生及傳播（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/103
106/11/20,104,請落實「5要6不」原則，防範禽流感與新型A型流感（衛生福利部疾病管制署）,https://m.coa.gov.tw/Aigovinfo/Detail/104
106/12/03,105,農委會林主委視察家禽交易場  宣布多項強化防疫新措施（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/105
106/12/04,106,國內進入禽流感流行季節，已有候鳥檢出H5N6病毒，民眾請遵守「5要6不」原則（衛生福利部疾病管制署）,https://m.coa.gov.tw/Aigovinfo/Detail/106
106/12/06,108,賴揆：新科技導入智慧防災應用 為民眾營造更安全和安心的家園 （行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/108
106/12/18,109,兼顧特殊雞種產業需求與發展 落實輔導禽場強化禽流感防範措施（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/109
106/12/20,110,農委會加強推動農業保險，於臺南官田及玉井辦理宣導座談會（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/110
106/12/25,111,鴨場於主動監測首次檢出低病原性H5N6禽流感，持續執行各項防疫作為（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/111
107/01/01,112,及時處理禽流感疫情，並即時公開資訊（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/112
107/01/02,113,禽流感疫情資訊透明公開，積極控制禽流感疫情（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/113
107/01/03,114,賴揆：持續監控流感與禽流感疫情  加強防治整備作為（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/114
107/01/04,115,全國農業行政首長座談會移師高雄  共商我國新農業格局（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/115
107/01/04,116,雲林縣1土雞場主動通報檢出H5N2高病原性禽流感，請業者加強防範（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/116
107/01/04,117,嚴禁隨意丟棄死禽 違者裁罰（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/117
107/01/06,118,新農業創新推動方案已完成基礎佈建 並有階段性成果（行政院農業委員會）,https://m.coa.gov.tw/Aigovinfo/Detail/118
107/01/06,119,雲林禽場確診禽流感，已執行防疫處置（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/119
107/01/07,120,寒流來襲  政院責請相關部會嚴防寒害（行政院）,https://m.coa.gov.tw/Aigovinfo/Detail/120
107/01/11,121,日本韓國發生禽流感疫情  屏東禽場確診鴨隻禽流感案例（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/121
107/01/12,122,屏東鴨場確診禽流感 依程序執行防疫處置（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/122
107/01/13,123,雲林鴨場確診禽流感 依程序執行防疫處置（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/123
107/01/14,124,107年1月16日至107年3月31日止，鴨隻應檢附家禽流行性感冒陰性檢驗報告，始得送往屠宰場公告（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/124
107/01/14,125,啟動第二階段禽流感強化預警監測措施，鴨隻上市須檢附檢驗報告（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/125
107/01/15,126,屠宰場攔截禽流感病禽，依標準作業程序執行防疫處置（動植物防疫檢疫局）,https://m.coa.gov.tw/Aigovinfo/Detail/126
